"","HOUSEID","TRAVDAY","SAMPSTRAT","HOMEOWN","HHSIZE","HHVEHCNT","HHFAMINC","PC","SPHONE","TAB","WALK","BIKE","CAR","TAXI","BUS","TRAIN","PARA","PRICE","PLACE","WALK2SAVE","BIKE2SAVE","PTRANS","HHRELATD","DRVRCNT","CNTTDHH","HHSTATE","HHSTFIPS","NUMADLT","YOUNGCHILD","WRKCOUNT","TDAYDATE","HHRESP","LIF_CYC","MSACAT","MSASIZE","RAIL","URBAN","URBANSIZE","URBRUR","SCRESP","CENSUS_D","CENSUS_R","CDIVMSAR","HH_RACE","HH_HISP","HH_CBSA","RESP_CNT","WEBUSE17","SMPLSRCE","WTHHFIN","HBHUR","HTHTNRNT","HTPPOPDN","HTRESDN","HTEEMPDN","HBHTNRNT","HBPPOPDN","HBRESDN"
"111340",40555782,5,3,1,2,2,6,1,5,5,3,5,1,4,5,5,5,1,3,3,4,4,1,2,5,"GA",13,2,0,0,201701,1,10,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",2,1,2,42.1630566405837,"T",20,750,300,350,20,750,300
"111360",40555987,5,1,1,5,2,9,2,1,3,2,5,1,4,5,4,5,4,2,4,3,3,1,2,19,"GA",13,2,1,2,201702,1,4,1,5,1,1,5,1,1,5,3,51,1,2,"12060",5,1,2,567.00599306282,"S",5,1500,750,750,0,1500,750
"111382",40556257,4,1,1,1,1,8,1,1,3,-9,-9,1,-9,-9,-9,-9,3,3,5,5,5,2,1,2,"GA",13,1,0,1,201703,1,1,1,5,1,1,5,1,1,5,3,51,2,2,"12060",1,1,2,289.780337663548,"C",30,3000,1500,1500,50,7000,3000
"111430",40556953,1,1,2,1,1,3,1,-9,-9,-9,-9,-1,-9,-9,-9,-9,3,3,3,3,3,2,1,2,"GA",13,1,0,0,201611,1,9,1,5,1,4,6,2,1,5,3,51,1,2,"12060",1,1,2,2112.52890932676,"R",40,300,300,150,30,300,50
"111433",40557013,6,3,1,1,1,5,4,5,5,4,5,2,5,5,5,5,1,1,3,3,3,2,1,11,"GA",13,1,0,0,201704,1,9,3,1,2,4,6,2,1,5,3,53,2,2,"XXXXX",1,1,2,105.341884037407,"R",30,50,50,25,30,50,50
"111445",40557184,3,3,97,2,2,2,-9,2,-9,1,-9,2,-9,-9,-9,-9,3,3,3,-9,-9,1,2,6,"GA",13,2,0,0,201701,2,10,3,1,2,2,6,1,1,5,3,53,2,2,"XXXXX",2,2,2,119.001405954526,"T",50,300,50,75,30,300,50
"111473",40557524,3,1,2,4,2,11,1,1,1,5,5,1,4,4,3,5,2,3,4,4,2,1,2,9,"GA",13,2,0,1,201612,1,4,1,5,1,1,5,1,1,5,3,51,3,2,"12060",4,1,1,906.745744329726,"S",30,3000,1500,1500,40,1500,1500
"111490",40557728,6,1,1,3,2,7,1,1,1,4,5,1,4,5,4,5,2,2,5,5,5,1,2,19,"GA",13,2,0,2,201703,1,6,1,5,1,1,5,1,1,5,3,51,1,2,"12060",3,1,2,391.330945419107,"C",20,3000,1500,1500,20,7000,1500
"111491",40557733,2,3,1,3,2,7,1,1,3,5,5,1,5,5,5,5,3,2,5,5,5,1,2,8,"GA",13,3,0,2,201704,1,10,3,2,2,4,6,2,1,5,3,53,1,2,"XXXXX",3,1,2,260.195841272011,"R",20,300,50,150,5,300,50
"111498",40557902,4,3,1,1,1,5,2,2,5,3,5,1,5,5,5,5,1,3,4,5,4,2,1,6,"GA",13,1,0,1,201701,1,1,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",1,2,2,71.3605749386871,"T",40,1500,300,350,50,750,300
"111527",40558259,4,3,2,1,0,1,-9,2,-9,-9,-9,2,-9,-9,-9,-9,2,3,4,4,2,2,1,9,"GA",13,1,0,0,201701,1,9,3,1,2,1,1,1,1,5,3,53,2,2,"XXXXX",1,2,2,131.709312773031,"C",40,3000,1500,750,50,3000,1500
"111540",40558420,7,3,1,3,1,5,1,1,1,5,5,1,4,5,5,5,2,3,5,5,5,1,2,8,"GA",13,3,0,1,201704,1,10,3,3,2,1,2,1,1,5,3,53,2,2,"XXXXX",3,1,2,1404.07384010722,"T",30,300,300,150,20,300,300
"111548",40558488,4,3,1,6,2,5,3,1,1,4,5,1,5,5,5,5,1,2,2,3,5,1,2,8,"GA",13,2,0,2,201611,1,6,3,1,2,4,6,2,1,5,3,53,1,2,"XXXXX",6,1,2,127.66113427402,"R",20,300,50,75,20,300,50
"111552",40558587,4,3,1,4,2,11,1,1,5,1,5,1,5,5,5,5,2,4,4,4,4,1,2,9,"GA",13,2,0,2,201612,1,6,3,3,2,1,2,1,1,5,3,53,1,2,"XXXXX",4,1,2,92.3807672297589,"T",5,1500,300,750,5,1500,300
"111555",40558637,6,3,1,2,2,6,1,1,1,4,5,1,5,5,5,5,4,4,4,5,5,1,2,0,"GA",13,2,0,2,201612,1,2,3,1,2,1,1,1,1,5,3,53,6,2,"XXXXX",2,1,2,137.385961881073,"S",70,3000,1500,1500,60,3000,1500
"111557",40558685,6,1,1,2,4,9,1,1,1,-9,5,1,3,5,5,5,3,3,5,5,5,1,2,6,"GA",13,2,0,2,201702,1,2,1,5,1,1,5,1,1,5,3,51,1,2,"12060",2,1,2,212.855489252798,"C",5,7000,1500,3000,5,7000,1500
"111584",40559054,3,1,2,5,2,1,5,1,2,1,-9,-1,-9,-9,-9,-9,2,2,2,2,4,1,2,25,"GA",13,4,1,1,201701,1,4,1,5,1,1,5,1,1,5,3,51,1,2,"12060",5,1,2,1007.18655606245,"S",20,3000,750,1500,20,3000,750
"111591",40559134,5,4,2,2,2,1,1,1,1,3,4,1,5,5,5,5,2,1,2,4,3,1,1,11,"GA",13,2,0,1,201701,1,2,4,6,2,2,6,1,1,5,3,54,2,2,"XXXXX",2,1,2,984.963670962366,"T",50,3000,1500,750,40,1500,750
"111597",40559272,3,4,1,2,2,3,5,-9,-9,-9,-9,2,-9,-9,-9,-9,1,-9,-9,-9,-9,1,2,0,"GA",13,2,0,0,201611,1,10,4,6,2,4,6,2,1,5,3,54,2,2,"XXXXX",2,5,2,538.624003326207,"R",20,50,50,25,30,50,50
"111638",40559797,6,3,1,4,2,7,1,1,3,5,5,1,4,5,4,5,4,4,5,5,2,1,2,2,"GA",13,2,2,1,201701,1,4,3,1,2,4,6,2,1,5,3,53,1,2,"XXXXX",4,1,2,87.8283730079883,"T",30,750,300,350,30,300,300
"111639",40559827,3,1,1,1,1,11,1,1,1,1,5,1,3,5,4,5,3,3,3,3,3,2,1,2,"GA",13,1,0,1,201702,1,1,1,5,1,1,5,1,1,5,3,51,1,2,"12060",1,1,2,352.505253952433,"U",20,7000,3000,3000,20,3000,1500
"111654",40560025,1,3,1,1,1,6,3,5,5,5,5,1,5,5,5,5,3,3,5,5,5,2,1,2,"GA",13,1,0,0,201701,1,9,3,1,2,2,6,1,1,5,3,53,1,2,"XXXXX",1,3,2,98.7741269142056,"T",20,300,50,75,20,1500,750
"111665",40560161,3,4,1,2,2,8,1,1,-9,-9,-9,1,-9,-9,-9,-9,2,-9,-9,-9,-9,1,2,8,"GA",13,2,0,2,201701,1,2,4,6,2,4,6,2,1,5,3,54,1,2,"XXXXX",2,1,2,65.1051147264138,"R",20,300,50,75,40,300,50
"111705",40560672,1,4,2,1,1,2,1,1,5,1,1,1,5,4,5,5,2,2,5,2,4,2,1,3,"GA",13,1,0,0,201703,1,9,4,6,2,4,6,2,1,5,3,54,1,2,"XXXXX",1,1,1,2045.75964799702,"R",5,50,50,25,5,50,50
"111714",40560824,2,3,1,4,2,9,1,1,1,3,3,1,4,4,5,5,3,2,2,2,4,1,2,11,"GA",13,2,1,2,201702,1,4,3,2,2,1,2,1,1,5,3,53,1,2,"XXXXX",4,1,2,113.023026764202,"T",40,300,300,150,40,300,300
"111723",40560949,5,1,2,3,1,4,2,1,5,2,5,2,5,5,5,5,1,2,2,5,5,1,2,8,"GA",13,2,0,1,201701,1,6,1,5,1,4,6,2,1,5,3,51,1,2,"12060",3,1,2,211.824583167827,"R",20,300,50,75,20,300,50
"111727",40561016,4,1,2,2,2,7,1,1,2,5,5,1,5,5,5,5,2,2,5,5,5,1,2,11,"GA",13,2,0,2,201611,1,2,1,5,1,1,5,1,1,5,3,51,2,2,"12060",2,1,2,546.362803088378,"T",20,750,300,350,20,750,300
"111730",40561079,6,3,1,3,3,3,1,1,3,3,5,1,5,5,5,5,3,3,5,5,5,1,3,13,"GA",13,3,0,1,201702,1,10,3,3,2,1,2,1,1,5,3,53,2,2,"XXXXX",3,1,2,126.893398289018,"S",40,3000,750,750,30,1500,300
"111732",40561103,5,3,1,2,3,11,1,1,1,4,5,1,4,5,4,5,4,3,4,4,5,1,2,22,"GA",13,2,0,2,201704,1,2,3,1,2,1,1,1,1,5,3,53,6,2,"XXXXX",2,1,2,172.450223429483,"T",20,300,300,150,20,750,300
"111735",40561170,5,1,1,3,2,7,1,1,1,5,5,1,5,5,5,5,4,3,5,5,5,1,3,9,"GA",13,2,0,2,201703,1,6,1,5,1,1,5,1,1,5,3,51,2,2,"12060",3,1,2,406.958453547422,"T",20,750,300,350,5,300,300
"111737",40561212,2,3,2,4,2,4,1,1,-9,1,-9,1,-9,-9,-9,-9,1,3,1,3,3,1,2,14,"GA",13,2,1,1,201703,1,4,3,2,2,4,6,2,1,5,3,53,1,2,"XXXXX",4,1,2,239.032887071135,"R",20,50,50,25,20,50,50
"111744",40561317,5,3,1,2,4,11,3,1,1,5,5,3,5,5,5,5,2,2,5,5,5,1,2,0,"GA",13,2,0,1,201701,1,2,3,2,2,2,6,1,1,5,3,53,1,2,"XXXXX",2,1,2,42.1645431977644,"R",20,300,50,75,5,300,300
"111781",40561749,4,1,1,1,1,3,2,1,1,4,5,1,4,5,4,5,2,3,5,5,3,2,1,7,"GA",13,1,0,0,201702,1,1,1,5,1,1,5,1,1,5,3,51,1,2,"12060",1,1,2,283.613849450433,"S",50,3000,3000,3000,40,3000,3000
"111805",40562153,4,3,1,1,2,4,1,1,1,3,2,1,5,5,5,5,2,4,4,4,4,2,1,1,"GA",13,1,0,0,201612,1,9,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",1,1,2,45.4989071598194,"S",30,1500,750,750,20,1500,750
"111814",40562293,5,3,1,1,2,5,1,1,1,2,3,1,4,5,5,5,3,4,4,4,5,2,1,4,"GA",13,1,0,1,201612,1,1,3,1,2,4,6,2,1,5,3,53,1,2,"XXXXX",1,1,2,94.4581219138248,"R",20,300,50,75,20,300,50
"111846",40562848,1,1,1,3,4,11,1,1,1,4,4,1,5,5,5,5,2,3,4,3,5,1,3,10,"GA",13,2,0,2,201703,1,6,1,5,1,1,5,1,1,5,3,51,1,2,"12060",3,1,2,933.069920977632,"T",0,750,300,350,0,750,300
"111868",40563200,4,3,1,2,1,6,1,5,5,5,5,1,5,5,5,5,2,3,5,5,4,1,2,10,"GA",13,2,0,0,201611,2,10,3,1,2,1,4,1,1,5,3,53,1,2,"XXXXX",2,1,2,61.5290831028141,"T",5,1500,300,350,5,1500,300
"111872",40563272,3,3,2,3,2,4,5,1,5,2,5,2,3,3,5,5,4,4,3,4,2,1,3,10,"GA",13,3,0,1,201704,1,2,3,1,2,1,1,1,1,5,3,53,2,2,"XXXXX",3,1,2,402.937551724531,"C",60,3000,1500,1500,60,3000,1500
"111876",40563371,3,3,1,3,2,6,1,1,2,-9,-9,1,-9,-9,-9,-9,3,3,4,4,4,1,3,5,"GA",13,2,0,1,201704,1,8,3,1,2,4,6,2,1,5,3,53,2,2,"XXXXX",3,1,2,294.535090976114,"R",30,50,50,25,20,50,50
"111904",40563703,1,1,1,4,2,8,1,1,1,1,3,1,3,3,3,5,2,1,3,4,2,1,2,11,"GA",13,2,1,1,201703,1,4,1,5,1,1,5,1,1,5,3,51,3,2,"12060",4,1,2,2112.36420429667,"S",5,3000,750,750,5,1500,750
"111909",40563766,4,3,1,1,1,-8,5,5,5,4,5,2,5,5,5,5,3,3,3,3,3,2,1,2,"GA",13,1,0,0,201703,1,9,3,2,2,1,2,1,1,5,3,53,1,2,"XXXXX",1,5,2,56.6966148587065,"C",30,3000,1500,1500,60,7000,3000
"111917",40563831,3,1,2,2,2,6,1,1,4,2,4,1,5,5,4,-9,2,4,3,3,4,1,2,16,"GA",13,2,0,2,201701,1,2,1,5,1,1,5,1,1,5,3,51,1,2,"12060",2,1,2,382.542972817008,"C",80,3000,3000,3000,80,7000,3000
"111921",40563856,6,3,1,2,1,4,5,5,5,5,5,2,5,5,5,5,3,3,3,3,3,1,1,5,"GA",13,2,0,1,201701,1,10,3,3,2,4,6,2,1,5,3,53,1,2,"XXXXX",2,5,2,70.3932068057127,"R",5,50,50,25,5,50,50
"111937",40564031,4,3,1,2,2,8,1,1,2,2,5,2,5,5,5,5,4,4,4,4,4,1,2,4,"GA",13,2,0,0,201611,1,10,3,1,2,1,4,1,1,5,3,53,1,2,"XXXXX",2,1,2,42.1647073886243,"T",5,1500,300,350,5,1500,300
"111940",40564035,6,4,1,2,1,1,-9,-9,-9,2,-9,1,4,5,5,-9,4,2,1,5,2,1,2,6,"GA",13,2,0,0,201704,1,10,4,6,2,2,6,1,1,5,3,54,2,2,"XXXXX",2,-9,2,1065.24185120525,"R",30,50,50,25,40,300,50
"111946",40564110,2,3,1,1,1,4,5,5,5,5,5,2,5,5,5,5,2,2,5,5,5,2,1,0,"GA",13,1,0,1,201703,1,1,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",1,5,2,122.592791217585,"T",30,300,300,150,40,300,300
"111959",40564318,5,3,1,1,1,6,1,1,1,2,2,1,5,4,4,5,2,3,2,2,2,2,1,8,"GA",13,1,0,1,201701,1,1,3,2,2,1,2,1,1,5,3,53,2,2,"XXXXX",1,1,2,69.3424839592725,"S",30,3000,1500,1500,20,7000,3000
"111972",40564390,6,4,1,4,2,8,1,1,3,5,4,1,4,5,5,5,4,4,5,5,5,1,2,8,"GA",13,2,0,2,201703,1,6,4,6,2,4,6,2,1,5,3,54,1,2,"XXXXX",4,1,1,631.427366712607,"R",20,50,50,25,20,50,50
"112031",40565510,3,4,1,2,3,4,1,1,1,5,5,1,5,5,5,5,2,3,5,5,5,1,2,3,"GA",13,2,0,0,201702,2,10,4,6,2,4,6,2,1,5,3,54,6,2,"XXXXX",2,1,2,67.6207638077094,"R",20,300,50,150,20,300,50
"112040",40565667,6,3,1,2,3,6,1,1,5,1,3,1,3,5,4,5,4,3,2,2,2,1,2,16,"GA",13,2,0,2,201703,1,2,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",2,1,2,88.4120353548417,"C",70,7000,3000,3000,80,7000,3000
"112051",40565828,1,1,1,1,5,6,1,1,1,3,5,1,5,5,5,5,4,3,4,4,4,2,1,6,"GA",13,1,0,1,201612,1,1,1,5,1,1,5,1,1,5,3,51,1,2,"12060",1,1,2,701.261344866875,"T",20,750,300,350,20,1500,300
"112064",40566010,1,3,1,2,3,11,1,1,2,5,5,1,4,4,4,5,4,4,5,5,5,1,2,4,"GA",13,2,0,2,201702,1,2,3,1,2,1,4,1,1,5,3,53,1,2,"XXXXX",2,1,2,142.481070866325,"T",5,750,300,350,5,300,300
"112090",40566504,4,3,1,4,2,5,1,1,1,5,5,1,5,5,5,5,1,1,5,5,5,1,2,4,"GA",13,2,1,1,201704,1,4,3,1,2,4,6,2,1,5,3,53,6,2,"XXXXX",4,1,2,300.98235614163,"R",40,50,50,25,40,300,300
"112093",40566556,3,3,1,2,2,4,2,1,2,5,3,1,5,5,5,5,2,1,2,2,2,1,2,2,"GA",13,2,0,0,201612,1,10,3,1,2,4,6,2,1,5,3,53,1,2,"XXXXX",2,1,2,65.4646562418688,"R",5,50,50,25,20,50,50
"112094",40566563,2,3,1,2,1,3,2,1,3,5,5,1,5,5,5,5,2,2,4,4,4,1,1,6,"GA",13,1,0,0,201703,1,3,3,3,2,1,2,1,1,5,3,53,1,2,"XXXXX",2,1,2,111.377292302277,"T",5,750,300,350,5,750,300
"112117",40566894,3,1,1,2,3,10,1,1,1,5,5,1,5,5,5,5,4,5,5,5,5,1,2,11,"GA",13,2,0,1,201611,1,2,1,5,1,1,5,1,1,5,3,51,1,2,"12060",2,1,2,270.002368667131,"T",50,750,300,350,40,750,300
"112139",40567265,4,3,1,4,2,7,1,1,1,2,5,1,4,5,5,5,4,2,4,4,5,1,2,6,"GA",13,2,2,2,201701,1,4,3,1,2,1,1,1,1,5,3,53,1,1,"XXXXX",4,1,2,240.308567958868,"C",40,1500,750,750,30,1500,750
"112144",40567338,2,3,1,1,2,5,2,5,5,5,5,2,5,5,5,5,5,4,4,4,4,2,1,5,"GA",13,1,0,0,201701,1,9,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",1,2,2,57.8212773156182,"C",40,1500,750,750,30,3000,750
"112145",40567357,5,3,1,1,1,6,-9,1,3,3,4,1,5,5,5,5,2,3,4,4,4,2,1,7,"GA",13,1,0,0,201704,1,9,3,2,2,1,2,1,1,5,3,53,1,2,"XXXXX",1,1,2,107.775947264614,"T",5,300,50,75,5,750,300
"112153",40567473,5,3,1,1,1,4,5,2,1,5,5,1,5,5,5,5,2,3,5,5,5,2,1,2,"GA",13,1,0,1,201704,1,1,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",1,1,2,122.561189256576,"T",20,750,300,350,30,750,300
"112154",40567488,7,1,1,2,2,11,1,1,1,4,5,2,4,5,1,5,5,5,5,5,2,1,2,8,"GA",13,2,0,1,201701,1,10,1,5,1,1,5,1,1,5,3,51,1,2,"12060",2,1,2,533.206075487112,"C",70,7000,3000,3000,50,7000,3000
"112156",40567498,6,1,1,4,2,10,1,1,1,-9,-9,1,4,-9,-9,-9,1,3,4,5,4,1,2,4,"GA",13,2,0,2,201612,1,6,1,5,1,1,5,1,1,5,3,51,2,2,"12060",4,1,2,489.007725967676,"T",20,1500,750,750,5,3000,750
"112178",40567831,4,1,1,1,1,3,1,1,1,5,5,1,5,5,5,5,1,1,4,4,4,2,1,4,"GA",13,1,0,0,201611,1,9,1,5,1,1,5,1,1,5,3,51,1,2,"12060",1,1,2,263.31871735329,"T",5,1500,300,750,5,1500,300
"112216",40568273,6,3,1,2,2,7,1,1,1,5,5,1,5,5,5,5,3,3,5,5,5,1,2,1,"GA",13,2,0,2,201612,1,2,3,1,2,4,6,2,1,5,3,53,1,2,"XXXXX",2,1,1,62.1266863455935,"T",20,300,300,150,5,750,300
"112237",40568442,4,1,1,4,2,7,1,1,1,2,5,1,4,5,5,5,4,3,2,4,4,1,2,2,"GA",13,2,0,1,201611,1,4,1,5,1,1,5,1,1,5,3,51,3,2,"12060",4,1,2,745.56606837259,"T",30,1500,300,750,40,1500,300
"112255",40568753,6,4,1,2,8,6,1,1,3,5,5,1,5,4,4,5,3,4,4,4,4,1,1,4,"GA",13,2,0,1,201702,1,2,4,6,2,4,6,2,1,5,3,54,1,2,"XXXXX",2,1,2,419.891341080116,"R",20,50,50,25,20,300,50
"112270",40568922,7,3,1,1,1,2,1,1,5,5,5,2,5,5,5,5,3,2,5,5,5,2,1,9,"GA",13,1,0,0,201704,1,9,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",1,1,2,338.277550641523,"T",20,300,300,150,20,750,300
"112272",40568949,6,1,2,3,3,3,1,1,5,5,5,1,5,5,5,5,1,1,5,5,-9,2,3,10,"GA",13,3,0,3,201703,1,2,1,5,1,1,5,1,1,5,3,51,1,2,"12060",3,1,2,1278.40285744884,"S",70,7000,3000,1500,70,7000,3000
"112280",40569037,6,3,1,2,1,2,3,1,2,-9,-9,1,-9,-9,-9,-9,2,3,2,5,5,1,1,0,"GA",13,1,0,1,201611,1,7,3,3,2,1,2,1,1,5,3,53,1,2,"XXXXX",2,1,2,155.03128146949,"T",30,1500,750,350,30,1500,750
"112286",40569051,6,1,2,1,1,5,5,5,5,4,5,1,5,5,5,5,3,3,4,4,4,2,1,6,"GA",13,1,0,0,201701,1,9,1,5,1,2,6,1,1,5,3,51,1,2,"12060",1,5,2,444.8541384976,"R",40,300,50,75,50,1500,750
"112344",40569808,5,3,1,1,1,8,-9,1,1,-9,-9,1,-9,-9,-9,-9,5,5,5,5,5,2,1,3,"GA",13,1,0,0,201701,1,9,3,1,2,2,6,1,1,5,3,53,1,2,"XXXXX",1,1,2,42.1651438411348,"T",20,750,750,350,20,1500,750
"112389",40570594,1,1,1,2,3,6,1,5,5,4,5,1,5,5,5,5,2,3,4,5,5,1,2,4,"GA",13,2,0,2,201701,1,2,1,5,1,1,5,1,1,5,3,51,1,2,"12060",2,1,1,845.711100922977,"S",5,750,300,350,5,1500,300
"112391",40570623,4,3,2,4,2,5,5,5,5,5,5,1,5,5,5,5,2,3,3,3,3,1,3,5,"GA",13,4,0,1,201612,1,10,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",4,5,2,376.828621216684,"T",50,300,50,75,50,300,50
"112399",40570695,4,3,1,1,1,5,5,5,5,5,5,2,5,5,5,5,3,4,5,5,5,2,1,0,"GA",13,1,0,0,201703,1,9,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",1,5,2,51.7584958284783,"T",5,750,300,350,5,750,300
"112401",40570730,6,3,2,2,2,4,2,1,5,3,4,1,5,4,5,5,2,2,2,2,5,1,2,5,"GA",13,2,0,2,201702,1,2,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",2,1,2,114.232624731788,"C",50,3000,1500,1500,50,3000,1500
"112435",40571105,5,1,1,3,3,3,1,1,1,5,5,1,5,5,5,5,2,2,2,3,3,1,3,6,"GA",13,3,0,2,201701,1,8,1,5,1,4,6,2,1,5,3,51,2,2,"12060",3,1,2,707.327507401681,"T",30,300,50,150,30,300,300
"112442",40571193,7,1,1,2,2,11,1,1,-9,2,-9,1,-9,-9,-9,-9,5,4,4,4,4,1,2,5,"GA",13,2,0,2,201612,1,2,1,5,1,1,5,1,1,5,3,51,1,2,"12060",2,1,2,1114.93712899097,"S",5,1500,750,750,0,3000,750
"112444",40571203,5,3,1,1,1,3,5,1,5,1,5,2,5,5,5,5,1,2,4,5,5,2,1,0,"GA",13,1,0,0,201612,1,9,3,2,2,1,2,1,1,5,3,53,2,2,"XXXXX",1,1,2,111.625672714961,"T",20,300,50,150,20,300,300
"112451",40571290,5,1,1,2,3,7,1,1,2,5,5,1,5,5,4,5,5,2,5,5,5,1,2,8,"GA",13,2,0,2,201612,1,10,1,5,1,1,5,1,1,5,3,51,2,2,"12060",2,1,2,495.259099119681,"S",5,1500,750,750,5,7000,1500
"112457",40571371,3,1,1,1,3,5,1,1,1,1,5,1,5,5,4,5,2,3,4,4,4,2,1,0,"GA",13,1,0,0,201612,1,9,1,5,1,1,5,1,1,5,3,51,6,2,"12060",1,1,1,334.131056834655,"T",30,1500,300,750,50,1500,750
"112461",40571482,5,1,2,1,1,4,3,1,3,5,5,1,5,5,5,5,5,5,5,5,5,2,1,8,"GA",13,1,0,1,201703,1,1,1,5,1,1,5,1,1,5,3,51,1,2,"12060",1,1,2,833.324320584654,"S",50,3000,1500,1500,70,3000,1500
"112468",40571613,6,3,1,1,1,2,1,1,5,-9,-9,1,-9,-9,-9,-9,2,2,-9,-9,-9,2,1,5,"GA",13,1,0,1,201702,1,1,3,3,2,1,2,1,1,5,3,53,1,2,"XXXXX",1,1,2,60.0810618822536,"C",60,1500,750,750,60,3000,1500
"112498",40571934,5,3,2,1,0,1,5,5,3,1,5,5,5,4,5,4,1,2,4,4,2,2,0,5,"GA",13,1,0,1,201611,1,1,3,1,2,1,1,1,1,5,3,53,2,2,"XXXXX",1,3,2,141.407592596754,"C",70,3000,1500,750,80,7000,3000
"112510",40572102,7,1,2,1,0,1,-9,-9,-9,2,2,-1,-9,2,-9,-9,2,-9,1,-9,1,2,0,0,"GA",13,1,0,0,201703,1,1,1,5,1,1,5,1,1,5,3,51,2,2,"12060",1,-9,2,2083.20623707648,"S",50,3000,1500,1500,20,1500,750
"112511",40572105,3,3,1,4,3,6,1,1,1,5,5,1,5,5,5,5,1,1,5,5,5,1,2,6,"GA",13,2,0,1,201702,1,4,3,1,2,4,6,2,1,5,3,53,1,2,"XXXXX",4,1,2,102.366734741219,"R",5,300,50,75,5,300,50
"112517",40572147,2,3,1,2,2,11,1,1,1,-9,-9,1,-9,-9,-9,-9,1,1,1,1,1,1,2,9,"GA",13,2,0,1,201612,1,2,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",2,1,2,72.6999706901671,"T",40,750,300,350,40,750,300
"112518",40572188,5,1,1,8,4,2,5,1,5,5,5,2,5,5,5,5,1,2,4,4,5,1,4,28,"GA",13,5,0,1,201703,2,4,1,5,1,1,5,1,1,5,3,51,1,2,"12060",8,1,2,778.632110754733,"T",20,300,300,150,20,750,300
"112543",40572582,5,3,2,1,0,2,3,1,5,2,5,3,4,5,5,5,2,4,2,4,3,2,0,2,"GA",13,1,0,0,201703,1,1,3,1,2,1,1,1,1,5,3,53,2,2,"XXXXX",1,1,2,135.882059371915,"S",40,1500,750,750,50,3000,1500
"112573",40572898,3,1,1,1,1,5,1,1,4,3,5,1,5,5,5,5,3,3,4,4,4,2,1,5,"GA",13,1,0,0,201701,1,9,1,5,1,1,5,1,1,5,3,51,2,2,"12060",1,1,1,321.155727241508,"C",60,7000,3000,3000,50,7000,3000
"112576",40572910,6,1,1,1,1,6,1,1,1,-9,-9,1,-9,-9,-9,-9,1,3,4,4,4,2,1,5,"GA",13,1,0,1,201702,1,1,1,5,1,1,5,1,1,5,3,51,1,2,"12060",1,1,2,439.349645846391,"S",20,3000,750,1500,5,1500,750
"112591",40573140,4,1,2,2,5,1,1,1,5,2,3,1,4,5,4,5,3,3,3,3,3,1,2,1,"GA",13,2,0,2,201702,1,2,1,5,1,1,5,1,1,5,3,51,1,2,"12060",2,1,2,440.868456559259,"U",60,7000,7000,5000,50,7000,7000
"112612",40573415,2,3,1,2,3,11,1,1,1,4,4,-1,3,5,5,5,4,4,5,5,5,1,2,9,"GA",13,2,0,2,201611,1,2,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",2,1,2,70.6107549361696,"T",20,300,300,150,20,750,300
"112620",40573512,2,3,1,3,6,11,1,1,5,5,5,1,4,4,5,5,4,4,5,5,5,1,3,14,"GA",13,3,0,3,201701,1,10,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",3,1,2,186.398500762111,"T",20,300,300,150,5,300,300
"112625",40573573,5,4,1,1,1,4,5,5,5,4,5,2,5,5,5,5,2,3,3,3,3,2,1,6,"GA",13,1,0,0,201704,1,9,4,6,2,4,6,2,1,5,3,54,1,2,"XXXXX",1,5,2,928.284266798873,"R",20,50,50,25,20,50,50
"112648",40573834,5,1,1,2,2,7,1,1,5,3,5,1,4,4,4,5,2,2,2,3,3,1,2,4,"GA",13,2,0,2,201702,1,2,1,5,1,1,5,1,1,5,3,51,1,1,"12060",2,1,2,907.125414983652,"S",30,3000,1500,1500,20,3000,1500
"112670",40574143,3,3,1,1,1,6,3,1,1,3,5,1,5,5,5,5,4,4,4,4,4,2,1,4,"GA",13,1,0,1,201612,1,1,3,1,2,1,1,1,1,5,3,53,2,2,"XXXXX",1,1,2,91.6121139323222,"C",20,3000,750,1500,20,3000,750
"112685",40574378,5,3,1,1,1,1,3,5,5,3,5,1,5,5,4,5,2,2,5,5,5,2,1,5,"GA",13,1,0,0,201702,1,9,3,2,2,1,2,1,1,5,3,53,2,2,"XXXXX",1,3,2,156.822675226416,"S",30,1500,750,750,20,3000,1500
"112697",40574584,3,3,1,4,2,9,1,1,2,4,5,1,4,5,5,5,1,3,4,4,4,1,2,27,"GA",13,2,0,2,201703,2,6,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",4,1,2,95.2496826636007,"T",30,1500,300,750,40,1500,300
